App,SHA,Tag,TestFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,isPullUpMethod
graphhopper/graphhopper,03d4737983322c3588499842f2a22b291cfae0d7,"0.13.0-pre14, 0.13.0-pre16",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,28,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,14,0,359,28,40,175,18,0.05,-16,-1,-5,3,1,0,100.0,10,5,3,26,16,9,False
graphhopper/graphhopper,3e7a773d12b366122357933e169ea603464f3cf5,"0.13.0-pre16, 0.13.0-pre17",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,10,8,0,0,0,0,0,0,0,0,0,0,0,0,7.0,45.0,3,0,0,0,8,0,127,12,20,36,51,0.4,18,18,18,1,1,0,100.0,21,21,21,3,3,3,False
graphhopper/graphhopper,9fb8650714b390c72f1db433efc2c4a8f9ffa9a3,"0.13.0-pre17, 0.13.0-pre18",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,14,8,0,1,0,0,1,0,0,0,0,5,0,0,7.0,20.0,6,0,0,0,14,0,296,21,40,126,60,0.2,-37,-2,-18,2,1,0,100.0,28,28,14,65,35,32,False
graphhopper/graphhopper,9fb8650714b390c72f1db433efc2c4a8f9ffa9a3,"0.13.0-pre17, 0.13.0-pre18",core.src.test.java.com.graphhopper.routing.weighting.TurnWeightingTest.java,5,0,0,0,0,0,0,3,0,0,0,0,0,0,2.0,5.0,0,0,0,0,3,0,39,5,6,18,5,0.13,-1,-1,-1,1,1,0,100.0,1,1,1,2,2,2,False
graphhopper/graphhopper,d093043e33921b0e80aba3651fab15956d964e70,"0.13.0-pre18, 0.13.0-pre19",core.src.test.java.com.graphhopper.routing.ch.Path4CHTest.java,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,2,0,0,2,0,106,10,15,36,3,0.03,0,0,0,1,1,0,100.0,16,16,16,16,16,16,False
graphhopper/graphhopper,d093043e33921b0e80aba3651fab15956d964e70,"0.13.0-pre18, 0.13.0-pre19",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,29,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,14,0,365,29,44,175,18,0.05,4,4,4,1,1,0,100.0,18,18,18,14,14,14,False
graphhopper/graphhopper,9a5efe6e2b7332495709cfc42674017d7d047cfc,"0.13.0, 0.14.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,32,19,2,0,0,0,0,0,0,0,0,2,0,0,1.0,2.0,12,2,0,1,27,0,704,45,83,364,232,0.33,64,64,64,1,1,0,100.0,74,74,74,10,10,10,False
graphhopper/graphhopper,65fbc7af6a2205b0a4e12baa79f41b6d2834f02b,"0.14.0-pre1, 1.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMTurnRelationTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,1,0,47,3,8,12,11,0.23,-1,-1,-1,1,1,0,100.0,6,6,6,7,7,7,False
graphhopper/graphhopper,65fbc7af6a2205b0a4e12baa79f41b6d2834f02b,"0.14.0-pre1, 1.0-pre1",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,31,18,2,0,0,0,0,0,0,0,0,2,0,0,2.0,2.0,11,2,0,1,26,0,656,44,82,352,208,0.32,-64,-64,-64,1,1,0,100.0,10,10,10,74,74,74,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",core.src.test.java.com.graphhopper.routing.QueryGraphTest.java,32,14,2,0,0,0,0,21,0,0,0,1,0,0,19.0,121.0,10,0,0,0,21,0,541,33,55,331,156,0.29,-15,-15,-15,1,1,0,100.0,46,46,46,61,61,61,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,33,20,2,0,0,0,0,0,0,0,0,2,0,0,1.0,2.0,12,2,0,1,28,0,730,46,84,375,242,0.33,104,104,52,2,2,0,93.94,118,114,59,14,10,7,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",core.src.test.java.com.graphhopper.routing.template.RoundTripRoutingTemplateTest.java,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,1,0,0,0,4,0,84,6,11,37,16,0.19,-3,0,-1,3,1,0,100.0,13,10,4,16,10,5,False
graphhopper/graphhopper,ad58bfc6e9a45743ef7fddcb07c6fd158e7d528b,"1.0-pre1, 1.0-pre2",api.src.test.java.com.graphhopper.util.AngleCalcTest.java,11,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,40.0,3,0,0,0,10,0,97,11,12,31,48,0.49,28,28,28,1,1,0,100.0,31,31,31,3,3,3,False
graphhopper/graphhopper,9a88313e903219d1c8452ef9de985f14c312d812,"1.0-pre2, 1.0-pre3",core.src.test.java.com.graphhopper.routing.PathTest.java,32,29,2,0,0,0,0,0,0,0,0,1,0,0,,,3,0,0,0,29,0,697,32,44,341,152,0.22,29,28,10,3,1,0,100.0,123,91,41,94,63,31,False
graphhopper/graphhopper,9a88313e903219d1c8452ef9de985f14c312d812,"1.0-pre2, 1.0-pre3",core.src.test.java.com.graphhopper.util.PathSimplificationTest.java,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,97,2,4,28,3,0.03,3,2,2,2,1,0,100.0,6,4,3,3,2,2,False
graphhopper/graphhopper,9a88313e903219d1c8452ef9de985f14c312d812,"1.0-pre2, 1.0-pre3",reader-gtfs.src.test.java.com.graphhopper.reader.gtfs.GraphExplorerTest.java,4,3,0,1,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0,0,4,0,126,5,6,61,11,0.09,-1,0,0,3,2,0,53.85,6,3,2,7,3,2,False
graphhopper/graphhopper,5092c50bd70a8b70958c1f76658ed6f26a734354,"1.0-pre3, 1.0-pre4",core.src.test.java.com.graphhopper.routing.querygraph.QueryGraphTest.java,32,14,2,0,0,0,0,21,0,0,0,2,0,0,18.0,80.0,10,0,0,0,21,0,546,32,49,334,159,0.29,11,11,11,1,1,0,100.0,40,40,40,29,29,29,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.ch.CHProfileSelectorTest.java,17,0,1,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,11,0,135,17,25,70,52,0.39,112,112,112,1,1,0,100.0,144,144,144,32,32,32,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.template.RoundTripRoutingTemplateTest.java,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9.0,1,0,0,0,4,0,86,6,11,38,16,0.19,1,1,0,2,1,0,100.0,6,5,3,5,4,2,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.AlternativeRouteTest.java,6,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,14.0,0,0,0,0,3,0,94,7,10,48,14,0.15,-1,-1,-1,1,1,0,100.0,20,20,20,21,21,21,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.util.parsers.OSMTollParserTest.java,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,1,0,46,2,3,8,6,0.13,1,1,1,1,1,0,100.0,9,9,9,8,8,8,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.util.CarFlagEncoderTest.java,21,13,1,0,0,0,3,0,0,0,3,0,0,0,6.0,47.0,11,0,0,0,21,0,477,21,31,139,133,0.28,13,12,6,2,2,0,62.32,41,22,20,28,21,14,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.PathTest.java,32,29,2,0,0,0,0,0,0,0,0,1,0,0,,,3,0,0,0,29,0,699,32,44,340,152,0.22,2,2,2,1,1,0,100.0,12,12,12,10,10,10,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.AStarTest.java,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30,4,9,7,0,0.0,-1,0,0,2,1,0,100.0,2,1,1,3,2,2,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.AStarBidirectionTest.java,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,51,6,11,15,4,0.08,-1,0,0,2,1,0,100.0,2,1,1,3,2,2,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.util.GHUtilityTest.java,9,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,10.0,1,1,0,0,6,0,135,9,13,68,50,0.37,-1,1,0,2,2,0,69.7,16,12,8,17,11,8,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.util.CHEdgeIteratorTest.java,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,1,0,38,1,1,26,16,0.42,-2,-2,-2,1,1,0,100.0,11,11,11,13,13,13,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,33,7,2,0,0,0,0,13,0,0,0,0,0,0,4.0,17.0,0,2,0,0,16,0,458,37,59,213,39,0.09,0,0,0,2,1,0,100.0,21,18,10,21,18,10,False
graphhopper/graphhopper,adcca066d736ef890542774eca1b10b16425aa8f,"1.0-pre4, 1.0-pre5",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,11,4,1,0,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,153,11,20,106,22,0.14,0,0,0,2,1,0,100.0,28,27,14,28,27,14,False
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.util.DouglasPeuckerTest.java,5,4,1,0,0,0,0,0,0,0,0,2,0,0,3.0,9.0,1,0,0,0,5,0,84,5,9,36,19,0.23,41,41,41,1,1,0,100.0,43,43,43,2,2,2,False
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,15,7,0,0,0,0,4,0,0,0,0,1,0,0,11.0,54.0,3,1,0,0,11,0,192,15,22,128,57,0.3,3,3,3,1,1,0,100.0,7,7,7,4,4,4,False
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,32,7,2,0,0,0,0,13,0,0,0,0,0,0,4.0,17.0,0,2,0,0,16,0,455,36,57,210,39,0.09,-4,-4,-4,1,1,0,100.0,33,33,33,37,37,37,False
graphhopper/graphhopper,781b1dbd3c4201d536ad507e0e2b72ff7ba190ed,"1.0-pre5, 1.0-pre6",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,11,4,1,0,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,153,11,20,106,22,0.14,4,4,4,1,1,0,100.0,8,8,8,4,4,4,False
graphhopper/graphhopper,6cc92dfb1ab36057354f16524160e84554d21f63,"1.0-pre6, 1.0-pre7",core.src.test.java.com.graphhopper.util.DouglasPeuckerTest.java,4,3,0,0,0,0,0,0,0,0,0,2,0,0,3.0,9.0,1,0,0,0,4,0,51,4,7,28,15,0.29,-41,-41,-41,1,1,0,100.0,2,2,2,43,43,43,False
graphhopper/graphhopper,0a967b3dd4f8a78d3cbe3bc0b64e820b950995d4,"1.0-pre9, 1.0-pre10",core.src.test.java.com.graphhopper.routing.util.DataFlagEncoderTest.java,12,7,0,1,0,0,1,0,0,0,0,5,0,0,9.0,37.0,6,0,0,0,12,0,223,13,18,99,54,0.24,-108,-108,-108,1,1,0,100.0,4,4,4,112,112,112,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.NodeBasedNodeContractorTest.java,28,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,14,0,363,28,42,170,18,0.05,-2,-2,-2,1,1,0,100.0,31,31,31,33,33,33,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedWitnessPathSearcherTest.java,8,0,0,0,0,0,0,4,0,0,0,0,0,0,4.0,8.0,0,0,0,0,4,0,107,8,12,42,9,0.08,1,1,0,2,1,0,100.0,12,7,6,11,7,6,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.EdgeBasedNodeContractorTest.java,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,62,0,0,63,0,906,84,105,399,3,0.0,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.routing.ch.PrepareContractionHierarchiesTest.java,31,7,2,0,0,0,0,7,0,0,0,0,0,0,4.0,17.0,0,2,0,0,16,0,424,35,54,189,42,0.1,-41,3,-20,2,1,0,100.0,35,26,18,76,70,38,False
graphhopper/graphhopper,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core.src.test.java.com.graphhopper.storage.index.LocationIndexTreeTest.java,20,11,3,0,0,0,0,0,0,0,0,0,0,0,6.0,16.0,3,0,0,0,14,0,389,22,36,180,56,0.14,3,3,3,1,1,0,100.0,5,5,5,2,2,2,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.routing.DijkstraOneToManyTest.java,11,6,0,1,0,0,0,0,0,0,0,0,0,0,5.0,11.0,2,0,0,0,6,0,130,14,21,56,19,0.15,-35,-35,-35,1,1,0,100.0,45,45,45,80,80,80,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.routing.DijkstraBidirectionCHTest.java,10,4,1,1,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,160,11,18,103,22,0.14,-3,0,-1,3,1,0,100.0,68,61,23,71,62,24,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.routing.AStarBidirectionTest.java,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,35,3,3,9,4,0.11,-29,-29,-29,1,1,0,100.0,16,16,16,45,45,45,False
graphhopper/graphhopper,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,15,7,0,0,0,0,4,0,0,0,0,1,0,0,11.0,51.0,3,1,0,0,11,0,192,15,22,127,57,0.3,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
graphhopper/graphhopper,03dd6d4ec9320a9ec11677006777b5e3a63ae6b2,"1.0-pre13, 1.0-pre14",reader-osm.src.test.java.com.graphhopper.reader.osm.OSMReaderTest.java,33,20,1,0,0,0,0,0,0,0,0,2,0,0,2.0,2.0,13,2,0,1,28,0,707,46,78,390,232,0.33,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,False
graphhopper/graphhopper,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core.src.test.java.com.graphhopper.storage.GraphEdgeIdFinderTest.java,3,2,0,0,0,0,0,0,0,0,0,2,0,0,2.0,4.0,1,0,0,0,2,0,39,3,5,17,8,0.21,1,1,1,1,1,0,100.0,27,27,27,26,26,26,False
graphhopper/graphhopper,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core.src.test.java.com.graphhopper.routing.weighting.FastestWeightingTest.java,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.0,2,0,0,0,7,0,71,8,8,53,14,0.2,43,43,43,1,1,0,100.0,45,45,45,2,2,2,False
graphhopper/graphhopper,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core.src.test.java.com.graphhopper.routing.querygraph.QueryGraphTest.java,30,12,1,0,0,0,0,19,0,0,0,2,0,0,16.0,64.0,10,0,0,0,19,0,508,30,46,312,153,0.3,0,0,0,2,1,0,100.0,8,7,4,8,7,4,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,30,24,4,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,595,37,85,425,111,0.19,-61,1,-12,5,1,0,100.0,90,45,18,151,82,30,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.routing.util.spatialrules.SpatialRuleLookupBuilderTest.java,6,2,1,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,6,0,110,12,31,55,16,0.15,76,64,38,2,2,0,53.01,121,76,60,45,33,22,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.storage.GraphHopperStorageTest.java,16,8,0,0,0,0,3,0,0,0,0,1,0,0,12.0,64.0,4,1,0,1,12,0,222,16,22,148,63,0.28,41,41,41,1,1,0,100.0,42,42,42,1,1,1,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.routing.PathTest.java,34,31,2,0,0,0,0,0,0,0,0,1,0,0,,,5,0,0,0,31,0,727,34,44,375,163,0.22,30,41,15,2,2,0,53.75,55,42,28,25,24,12,False
graphhopper/graphhopper,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core.src.test.java.com.graphhopper.routing.lm.LandmarkStorageTest.java,9,6,0,0,0,0,0,7,0,0,0,4,0,0,7.0,23.0,2,0,0,0,7,0,142,19,36,58,17,0.12,0,0,0,1,1,0,100.0,3,3,3,3,3,3,False
graphhopper/graphhopper,65bea04dfa3c764e3f611224d097aafd1a5ba28c,"1.0-pre21, 1.0-pre22",core.src.test.java.com.graphhopper.routing.lm.PrepareLandmarksTest.java,3,2,1,0,0,0,0,2,0,0,0,2,0,0,2.0,5.0,2,0,0,1,2,0,92,3,6,39,19,0.21,2,2,2,1,1,0,100.0,6,6,6,4,4,4,False
graphhopper/graphhopper,65bea04dfa3c764e3f611224d097aafd1a5ba28c,"1.0-pre21, 1.0-pre22",core.src.test.java.com.graphhopper.routing.lm.LandmarkStorageTest.java,9,6,0,0,0,0,0,7,0,0,0,4,0,0,7.0,23.0,2,0,0,0,7,0,142,19,36,58,17,0.12,0,0,0,1,1,0,100.0,11,11,11,11,11,11,False
graphhopper/graphhopper,a05de4b10f1135a980e0c23dad41dec0899ca9ae,"1.0-pre23, 1.0-pre24",core.src.test.java.com.graphhopper.routing.ch.CHPreparationHandlerTest.java,8,1,1,0,0,0,0,6,0,0,0,0,0,0,5.0,23.0,0,0,0,0,6,0,75,8,15,30,3,0.04,0,0,0,1,1,0,100.0,4,4,4,4,4,4,False
graphhopper/graphhopper,a05de4b10f1135a980e0c23dad41dec0899ca9ae,"1.0-pre23, 1.0-pre24",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,30,24,4,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,618,37,85,444,111,0.18,29,55,14,2,1,0,100.0,147,134,74,118,79,59,False
graphhopper/graphhopper,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",reader-osm.src.test.java.com.graphhopper.reader.osm.GraphHopperOSMTest.java,30,25,5,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,622,37,86,468,112,0.18,21,47,10,2,1,0,100.0,77,64,38,56,39,28,False
graphhopper/graphhopper,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",core.src.test.java.com.graphhopper.routing.lm.LMPreparationHandlerTest.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,0,0,0,0,3,0,22,3,3,12,4,0.18,1,2,0,2,1,0,100.0,23,22,12,22,20,11,False
graphhopper/graphhopper,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",core.src.test.java.com.graphhopper.routing.weighting.BlockAreaWeightingTest.java,4,1,1,0,0,0,0,3,0,0,0,0,0,0,3.0,6.0,1,0,0,0,3,0,53,4,7,25,7,0.13,25,25,25,1,1,0,100.0,32,32,32,7,7,7,False
graphhopper/graphhopper,4c29eeeb5030c60d4c917f56c3f1e26d7203a332,"1.0-pre25, 1.0-pre26",core.src.test.java.com.graphhopper.routing.util.NameSimilarityEdgeFilterTest.java,13,9,0,0,0,0,0,0,0,0,0,0,0,0,8.0,48.0,3,0,0,0,9,0,169,19,34,46,55,0.33,68,68,68,1,1,0,100.0,71,71,71,3,3,3,False
graphhopper/graphhopper,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core.src.test.java.com.graphhopper.storage.TurnCostStorageTest.java,5,2,2,0,0,0,0,0,0,0,0,0,0,0,3.0,39.0,2,0,0,0,3,0,90,5,10,42,15,0.17,30,40,6,5,3,0,50.0,121,73,24,91,37,18,False
