index,App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,AssertionRoulette,ConditionalTestLogic,ConstructorInitialization,DefaultTest,EmptyTest,ExceptionCatchingThrowing,GeneralFixture,MysteryGuest,PrintStatement,RedundantAssertion,SensitiveEquality,VerboseTest,SleepyTest,DuplicateAssert,UnknownTest,IgnoredTest,ResourceOptimism,MagicNumberTest,DependentTest,ExtractAttribute,isExtractAttribute
4796,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-auth-helper/src/test/java/com/microsoft/azure/auth/AzureContextExecutorTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
4797,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/validation/SchemaValidatorTest.java,0,0,0,0,0.0,0,6,1,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,5,0,0,False
4798,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/ConfigurationProblemTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
4799,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/prompt/DefaultPrompterTest.java,0,0,0,0,0.0,0,13,8,4,0,0,0,12,0,0,0,0,0,0,0,4,1,0,0,12,0,0,False
4800,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/prompt/InputValidateResultTest.java,0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4801,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/TestHelper.java,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4802,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/MavenUtilsTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,False
4803,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/IndentUtilTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
4804,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/SneakyThrowUtilsTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4805,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/TextUtilsTest.java,0,0,0,0,0.0,0,11,5,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,10,0,0,False
4806,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/JsonUtilsTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
4807,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/TestHelper.java,0,0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4808,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/LoginMojoTest.java,0,0,0,0,0.0,0,6,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,4,5,0,0,False
4809,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/LogoutMojoTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,False
4810,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/SelectSubscriptionMojoTest.java,0,0,0,0,0.0,0,9,1,0,0,0,0,8,0,5,0,0,0,0,0,0,3,0,5,8,0,0,False
4811,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-maven-plugin-lib/src/test/java/com/microsoft/azure/maven/auth/AzureAuthHelperTest.java,0,0,0,0,0.0,0,13,5,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,12,0,0,False
4812,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/DeploymentTest.java,0,0,0,0,0.0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
4813,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/DeploymentSettingsTest.java,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
4814,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/VolumeTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
4815,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/AppSettingsTest.java,0,0,0,0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
4816,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/SpringConfigurationTest.java,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
4817,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/ConfigMojoTest.java,0,0,0,0,0.0,0,14,8,0,0,0,0,11,11,1,0,0,0,0,0,0,2,0,1,11,0,0,False
4818,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/DeployMojoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4819,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/prompt/PromptWrapperTest.java,0,0,0,0,0.0,0,16,8,1,0,0,0,14,15,0,0,0,2,0,0,7,1,0,1,15,0,0,False
4820,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/TestHelper.java,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4821,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/utils/XmlUtilsTest.java,0,0,0,0,0.0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
4822,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/utils/ResourcesUtilsTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4823,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/utils/TemplateUtilsTest.java,0,0,0,0,0.0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,False
4824,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/exception/NoResourcesAvailableExceptionTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4825,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/exception/SpringConfigurationExceptionTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
4826,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/spring/SpringServiceClientTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4827,microsoft/azure-maven-plugins,65b948ab8764bc41881f4c7a7590df6bc66149e8,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/pom/PomXmlUpdaterTest.java,0,0,0,0,0.0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,False
4828,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/configuration/AuthConfigurationTest.java,0,0,0,0,0.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,False
4829,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/MavenSettingHelperTest.java,0,0,0,0,0.0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,False
4830,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/TestHelper.java,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4831,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/exception/InvalidConfigurationExceptionTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4832,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/exception/MavenDecryptExceptionTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
4833,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/exception/AzureLoginFailureExceptionTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4834,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/exception/DesktopNotSupportedExceptionTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4835,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/exception/AzureLoginTimeoutExceptionTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4836,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/AzureAuthHelperTest.java,0,0,0,0,0.0,0,19,11,0,0,0,0,11,16,7,0,0,2,0,0,3,0,0,7,17,0,0,False
4837,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/AzureServicePrincipleAuthHelperTest.java,0,0,0,0,0.0,0,6,2,0,0,0,0,5,0,4,0,0,0,0,0,1,2,0,4,5,0,0,False
4838,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/AzureCredentialTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4839,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/AzureLoginHelperTest.java,0,0,0,0,0.0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,8,0,0,False
4840,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/LocalAuthServerTest.java,0,0,0,0,0.0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,False
4841,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-auth-helper/src/test/java/com/microsoft/azure/auth/AzureContextExecutorTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
4842,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/validation/SchemaValidatorTest.java,0,0,0,0,0.0,0,6,1,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,5,0,0,False
4843,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/ConfigurationProblemTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
4844,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/prompt/DefaultPrompterTest.java,0,0,0,0,0.0,0,13,8,4,0,0,0,12,0,0,0,0,0,0,0,4,1,0,0,12,0,0,False
4845,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/prompt/InputValidateResultTest.java,0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4846,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/TestHelper.java,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4847,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/MavenUtilsTest.java,0,0,0,0,0.0,0,3,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,False
4848,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/IndentUtilTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
4849,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/SneakyThrowUtilsTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4850,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/TextUtilsTest.java,0,0,0,0,0.0,0,11,5,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,10,0,0,False
4851,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-common/src/test/java/com/microsoft/azure/maven/common/utils/JsonUtilsTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
4852,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/TestHelper.java,0,0,0,0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4853,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/LoginMojoTest.java,0,0,0,0,0.0,0,6,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,4,5,0,0,False
4854,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/LogoutMojoTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,False
4855,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin/src/test/java/com/microsoft/azure/plugin/login/SelectSubscriptionMojoTest.java,0,0,0,0,0.0,0,9,1,0,0,0,0,8,0,5,0,0,0,0,0,0,3,0,5,8,0,0,False
4856,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-maven-plugin-lib/src/test/java/com/microsoft/azure/maven/auth/AzureAuthHelperTest.java,0,0,0,0,0.0,0,13,5,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,12,0,0,False
4857,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/DeploymentTest.java,0,0,0,0,0.0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
4858,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/DeploymentSettingsTest.java,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
4859,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/VolumeTest.java,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
4860,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/AppSettingsTest.java,0,0,0,0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
4861,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/configuration/SpringConfigurationTest.java,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,False
4862,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/ConfigMojoTest.java,0,0,0,0,0.0,0,14,8,0,0,0,0,11,11,1,0,0,0,0,0,0,2,0,1,11,0,0,False
4863,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/DeployMojoTest.java,0,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4864,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/prompt/PromptWrapperTest.java,0,0,0,0,0.0,0,16,8,1,0,0,0,14,15,0,0,0,2,0,0,7,1,0,1,15,0,0,False
4865,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/TestHelper.java,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4866,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/utils/XmlUtilsTest.java,0,0,0,0,0.0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,False
4867,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/utils/ResourcesUtilsTest.java,0,0,0,0,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4868,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/utils/TemplateUtilsTest.java,0,0,0,0,0.0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,False
4869,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/exception/NoResourcesAvailableExceptionTest.java,0,0,0,0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4870,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/exception/SpringConfigurationExceptionTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
4871,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/spring/SpringServiceClientTest.java,0,0,0,0,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
4872,microsoft/azure-maven-plugins,0024493e233b5ec16f0f99c14d14be45ba58ba68,azure-spring-cloud-maven-plugin/src/test/java/com/microsoft/azure/maven/spring/pom/PomXmlUpdaterTest.java,0,0,0,0,0.0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,False
4873,microsoft/azure-maven-plugins,0d0ddd8e6731670686215de0b22d2900ec1bba92,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4874,microsoft/azure-maven-plugins,2f35bae4591c69218ba44b80636a222362dde9ce,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4875,microsoft/azure-maven-plugins,d3e0b6fa0e00f38c04b622589a939fb3bae2227e,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4876,microsoft/azure-maven-plugins,acc92307975efe1040b97d2a137288c25609d696,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4877,microsoft/azure-maven-plugins,96f09df5a4a7cdad850d397f82dcb068ecce6283,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4878,microsoft/azure-maven-plugins,16902cc8646901b22090fd5567c4a5f04c34eeab,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4879,microsoft/azure-maven-plugins,8725fd9ac9ac8abbb1d5bff25106e77a72650d09,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4880,microsoft/azure-maven-plugins,698ac69f26614d36f329295bd1784a0645a4f445,azure-webapp-maven-plugin/src/test/java/com/microsoft/azure/maven/webapp/utils/TestUtils.java,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
