index,App,SHA,TestFilePath,LOC,NOM,WMC,RFC,NAs,AsD,NumberOfMethods,AssertionRoulette,ConditionalTestLogic,ConstructorInitialization,DefaultTest,EmptyTest,ExceptionCatchingThrowing,GeneralFixture,MysteryGuest,PrintStatement,RedundantAssertion,SensitiveEquality,VerboseTest,SleepyTest,DuplicateAssert,UnknownTest,IgnoredTest,ResourceOptimism,MagicNumberTest,DependentTest,ReplaceAnonymousWithLambda,isReplaceAnonymousWithLambda
5089,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGBooleanVectorTest.java,173,11,22,75,0.34,59,11,10,9,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,11,0,0,False
5090,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGByteVectorTest.java,198,12,25,84,0.29,57,12,11,11,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,12,0,0,False
5091,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGDoublePriorityQueueTest.java,107,6,6,35,0.4,43,6,5,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,6,0,0,False
5092,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGDoubleVectorTest.java,195,12,25,83,0.29,56,12,11,11,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,12,0,0,False
5093,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGIntVectorTest.java,195,12,25,83,0.29,56,12,11,11,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,12,0,0,False
5094,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGLongPriorityQueueTest.java,86,5,5,28,0.42,36,5,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,5,0,0,False
5095,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGLongVectorTest.java,198,12,25,84,0.29,57,12,11,11,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,12,0,0,False
5096,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/collections/LNGVectorTest.java,342,22,42,135,0.29,100,21,19,20,1,0,0,0,0,0,0,0,2,0,0,9,0,0,0,21,0,0,False
5097,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/datastructures/AssignmentTest.java,163,14,18,88,0.47,77,14,13,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,0,14,0,0,False
5098,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/SubstitutionTest.java,153,16,20,70,0.36,55,15,12,0,1,0,0,4,0,0,0,0,1,0,0,4,0,0,0,15,0,0,False
5099,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/datastructures/ubtrees/UBNodeTest.java,33,4,4,14,0.27,9,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,False
5100,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/datastructures/ubtrees/UBTreeTest.java,201,8,9,57,0.62,125,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,False
5101,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/explanations/mus/MUSConfigTest.java,12,1,2,11,0.17,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
5102,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/explanations/mus/MUSGenerationTest.java,114,12,24,32,0.05,6,11,2,2,1,0,0,2,0,0,0,0,1,0,0,0,2,1,0,8,0,0,False
5103,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/explanations/smus/SmusComputationTest.java,96,16,38,82,0.14,13,16,0,3,0,0,0,15,0,0,0,0,0,0,0,0,5,1,0,15,0,0,False
5104,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/explanations/UNSATCoreTest.java,54,5,7,19,0.3,16,4,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,False
5105,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/AndTest.java,144,20,25,93,0.56,81,20,17,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,20,0,0,False
5106,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/CFalseTest.java,63,18,19,62,0.32,20,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,False
5107,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/CTrueTest.java,64,18,19,62,0.33,21,18,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,0,0,False
5108,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/EquivalenceTest.java,136,20,23,81,0.57,77,20,19,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,20,0,0,False
5109,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/ExtendedFormulaFactoryTest.java,199,12,21,74,0.27,54,12,7,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,10,0,0,False
5110,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/FormulaTest.java,61,8,13,44,0.28,17,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
5111,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/FormulaFactoryTest.java,184,9,13,96,0.48,89,9,6,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,9,0,0,False
5112,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/ImplicationTest.java,131,21,24,80,0.54,71,21,19,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,21,0,0,False
5113,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/LiteralTest.java,119,23,24,85,0.52,62,23,22,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,23,0,0,False
5114,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/NotTest.java,107,19,22,76,0.5,54,19,18,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,19,0,0,False
5115,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/OrTest.java,139,19,24,88,0.58,80,19,17,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,19,0,0,False
5116,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/PBConstraintTest.java,619,36,39,207,0.61,376,35,33,0,1,0,0,0,0,0,0,0,5,0,0,6,0,0,0,35,0,0,False
5117,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/printer/DefaultStringRepresentationTest.java,48,3,3,18,0.71,34,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,False
5118,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/printer/LatexStringRepresentationTest.java,46,3,3,15,0.67,31,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,False
5119,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/printer/SortedStringRepresentationTest.java,61,4,4,22,0.69,42,4,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,False
5120,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/formulas/printer/UTF8StringRepresentationTest.java,46,3,3,15,0.67,31,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,False
5121,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/functions/FormulaDepthFunctionTest.java,54,4,7,24,0.57,31,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,False
5122,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/algorithms/BronKerboschTest.java,44,1,4,14,0.16,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
5123,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/datastructures/GraphTest.java,71,5,8,39,0.27,19,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,False
5124,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/datastructures/HypergraphTest.java,34,2,2,12,0.21,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,False
5125,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/datastructures/HypergraphEdgeTest.java,51,4,6,20,0.22,11,4,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,False
5126,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/datastructures/HypergraphNodeTest.java,30,2,2,12,0.37,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
5127,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/generators/ConstraintGraphGeneratorTest.java,75,5,13,45,0.11,8,5,1,1,0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,5,0,0,False
5128,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/generators/HypergraphGeneratorTest.java,83,3,8,26,0.28,23,3,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,False
5129,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/io/GraphDimacsFileWriterTest.java,55,6,16,19,0.13,7,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,3,0,0,False
5130,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/graphs/io/GraphDotFileWriterTest.java,33,5,11,11,0.06,2,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,3,0,0,False
5131,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/handlers/NumberOfNodesBDDHandlerTest.java,9,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
5132,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/handlers/TimeoutBDDHandlerTest.java,44,6,14,31,0.14,6,6,3,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,5,0,0,False
5133,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/handlers/TimeoutMaxSATHandlerTest.java,41,7,15,31,0.1,4,7,4,4,0,0,0,5,0,0,0,0,0,0,2,2,1,0,0,6,0,0,False
5134,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/handlers/TimeoutModelEnumerationHandlerTest.java,60,6,13,49,0.1,6,6,3,4,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,5,0,0,False
5135,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/handlers/TimeoutOptimizationHandlerTest.java,46,5,14,45,0.04,2,5,1,3,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,4,0,0,False
5136,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/handlers/TimeoutSATHandlerTest.java,55,6,13,37,0.11,6,6,3,4,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,5,0,0,False
5137,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/io/parsers/PropositionalParserTest.java,142,29,38,55,0.45,64,29,9,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,29,0,0,False
5138,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/io/parsers/PseudoBooleanParserTest.java,164,30,42,77,0.51,84,30,12,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,30,0,0,False
5139,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/io/readers/DimacsReaderTest.java,9,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False
5140,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/io/writers/FormulaDimacsFileWriterTest.java,67,7,17,21,0.09,6,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,5,0,0,False
5141,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/io/writers/FormulaDotFileWriterTest.java,46,5,11,14,0.04,2,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,4,0,0,False
5142,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/datastructures/BDDNodeTest.java,66,4,4,35,0.47,31,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,False
5143,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/io/BDDDotFileWriterTest.java,29,2,5,9,0.03,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,False
5144,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/BDDOperationsTest.java,220,11,19,60,0.68,150,11,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,False
5145,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/jbuddy/BDDPrimeTest.java,6,1,1,3,0.33,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
5146,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/BDDReorderingTest.java,201,17,41,85,0.04,8,17,3,0,0,0,0,2,0,0,0,0,0,0,0,2,4,2,0,7,0,0,False
5147,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/orderings/BFSOrderingTest.java,27,2,5,11,0.37,10,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
5148,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/orderings/DFSOrderingTest.java,27,2,5,11,0.37,10,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
5149,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/bdds/orderings/ForceOrderingTest.java,33,3,9,17,0.21,7,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
5150,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/dnnf/datastructures/dtree/DTreeNodeTest.java,11,1,2,4,0.09,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
5151,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/knowledgecompilation/dnnf/DnnfCompilerTest.java,95,7,21,38,0.03,3,7,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,5,0,0,False
5152,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/LogicNGVersionTest.java,15,4,4,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,False
5153,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/modelcounting/ModelCounterTest.java,76,14,22,53,0.17,13,14,6,4,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,10,0,0,False
5154,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/np/SetCoverTest.java,31,2,2,16,0.19,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
5155,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/CNFPredicateTest.java,30,3,3,10,0.53,16,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,False
5156,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/ContainsPBCPredicateTest.java,44,6,9,30,0.43,19,6,4,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,False
5157,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/DNFPredicateTest.java,28,2,2,10,0.57,16,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,False
5158,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/EvaluatesToConstantPredicateTest.java,432,22,34,94,0.83,360,21,21,2,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,21,0,0,False
5159,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/NNFPredicateTest.java,32,2,2,11,0.63,20,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,False
5160,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/predicates/TermPredicateTest.java,47,3,3,17,0.68,32,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,False
5161,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/primecomputation/PrimeCompilerTest.java,118,12,33,65,0.09,11,12,0,4,0,0,0,4,0,0,0,0,1,0,0,0,6,1,0,7,0,0,False
5162,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/primecomputation/PrimeResultTest.java,75,5,5,28,0.36,27,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,False
5163,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/propositions/ExtendedPropositionTest.java,56,5,11,18,0.25,14,4,4,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,False
5164,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/propositions/StandardPropositionTest.java,43,5,11,18,0.35,15,4,4,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,False
5165,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/pseudobooleans/PBEncoderTest.java,66,9,13,30,0.11,7,8,1,4,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7,0,0,False
5166,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/datastructures/LNGHeapTest.java,23,1,1,10,0.22,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False
5167,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/functions/BackboneFunctionTest.java,276,12,41,159,0.25,68,12,8,6,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,9,0,0,False
5168,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/functions/ModelEnumerationFunctionTest.java,19,3,5,10,0.05,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,False
5169,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/functions/OptimizationFunctionTest.java,284,23,63,200,0.14,39,23,6,5,0,0,0,11,0,0,0,0,0,0,0,1,8,3,0,14,0,0,False
5170,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/functions/UnsatCoreFunctionTest.java,9,1,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
5171,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/sat/MiniSatTest.java,52,7,11,26,0.25,13,7,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,0,False
5172,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/sat/GlucoseSyrupTest.java,33,6,11,9,0.03,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,False
5173,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/solvers/sat/MiniCardTest.java,84,8,12,32,0.18,15,8,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,False
5174,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/AnonymizerTest.java,77,5,15,23,0.49,38,5,5,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,5,0,0,False
5175,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/FormulaFactoryImporterTest.java,187,12,17,114,0.67,126,12,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,False
5176,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/LiteralSubstitutionTest.java,42,5,14,19,0.4,17,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
5177,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/PureExpansionTransformationTest.java,107,13,37,44,0.35,37,13,6,2,0,0,0,4,0,0,0,0,1,0,0,1,2,0,0,10,0,0,False
5178,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/UnitPropagationTest.java,31,4,9,15,0.45,14,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,False
5179,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/cnf/CanonicalCNFEnumerationTest.java,54,6,13,30,0.31,17,6,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,4,0,0,False
5180,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/cnf/CNFEncoderTest.java,157,13,27,106,0.22,35,13,11,0,0,0,0,10,0,0,0,0,1,0,0,3,0,0,0,12,0,0,False
5181,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/cnf/CNFSubsumptionTest.java,41,4,8,16,0.46,19,4,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,False
5182,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/cnf/PlaistedGreenbaumTransformationSolverTest.java,41,5,10,11,0.02,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,False
5183,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/dnf/CanonicalDNFEnumerationTest.java,54,6,13,30,0.31,17,6,1,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,4,0,0,False
5184,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/dnf/DNFFactorizationTest.java,105,12,29,45,0.43,45,8,8,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,8,0,0,False
5185,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/dnf/DNFSubsumptionTest.java,48,4,10,16,0.4,19,4,3,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,False
5186,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/qmc/TermTest.java,80,3,7,21,0.21,17,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,False
5187,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/qmc/TermTableTest.java,47,4,8,19,0.26,12,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,False
5188,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/simplification/AdvancedSimplifierTest.java,84,11,31,56,0.12,10,11,2,5,0,0,0,5,0,0,0,0,1,0,0,0,7,1,0,9,0,0,False
5189,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/simplification/BackboneSimplifierTest.java,27,2,8,8,0.41,11,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False
5190,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/transformations/simplification/DistributiveSimplifierTest.java,52,6,20,25,0.5,26,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,False
5191,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/util/CollectionHelperTest.java,60,6,7,16,0.6,36,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,False
5192,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/util/ComparablePairTest.java,42,5,5,18,0.52,22,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,False
5193,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/util/FormulaHelperTest.java,67,9,9,35,0.63,42,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,False
5194,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/util/FormulaRandomizerTest.java,414,22,60,281,0.21,86,22,19,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,False
5195,logic-ng/logicng,e5e5b099bf3b8d6349d6daffce1d3d56f66e4e58,org/logicng/util/PairTest.java,36,4,4,14,0.5,18,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,False
5196,logic-ng/logicng,3fec85f2abf5908942396c8e507949539ceefc7b,org/logicng/backbones/BackboneTest.java,75,6,8,37,0.35,26,6,4,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,5,0,0,False
